Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/16  18:00:00,273.649376608,30.5417632753,53.9754043604,0.279047840291,37.1018798503,116.476155989,95.9365840048,86.0108159454,9.90576805939,0.02
 11/16  19:00:00,170.320021323,27.8309839891,33.7639374106,0.0,24.7345865669,47.5788473902,73.4359818102,68.4630977805,4.9528840297,0.02
 11/16  20:00:00,169.574676027,28.4074913457,29.4815338675,0.0,24.7345865669,47.5788473902,80.258105101,75.2852210713,4.9528840297,0.02
 11/16  21:00:00,148.055143201,27.1391751611,25.2256532152,0.0,12.3672932834,38.6892022431,93.711047545,90.7193171272,2.97173041782,0.02
 11/16  22:00:00,99.9591377705,14.4434796936,13.8655859971,0.0,12.3672932834,27.0668015668,58.8333848526,55.8416544348,2.97173041782,0.02
 11/16  23:00:00,96.788213562,19.3793617815,16.9621174366,0.0,4.12243109448,15.9888894789,82.7930541544,79.8013237366,2.97173041782,0.02
 11/16  24:00:00,89.554164696,18.4002540309,13.4992193277,0.0,4.12243109448,15.9888894789,75.9273311765,72.9356007587,2.97173041782,0.02
 11/17  01:00:00,102.048830936,23.0464381272,16.0261966178,0.132442608967,4.12243109448,15.9888894789,96.4972033444,93.5054729265,2.97173041782,0.02
 11/17  02:00:00,91.2735529226,17.4778422604,13.3969322437,0.0,4.12243109448,15.9888894789,78.5932225711,75.6014921533,2.97173041782,0.02
 11/17  03:00:00,105.562914677,23.0003175387,16.2877660507,0.408850304042,4.12243109448,15.9888894789,98.8694009072,95.8776704894,2.97173041782,0.02
 11/17  04:00:00,92.8790243994,18.8614599162,12.4939957134,1.33604944223,4.12243109448,15.9888894789,80.4953637822,77.5036333644,2.97173041782,0.02
 11/17  05:00:00,136.04636614,27.4466457513,17.7272340614,0.830934538255,12.3672932834,24.9413748627,112.994657938,108.021773908,4.9528840297,0.02
 11/17  06:00:00,161.062265616,28.602854093,20.4582406172,23.1689222036,12.3672932834,24.9413748627,187.619822518,174.065222592,4.9528840297,8.60171589689
 11/17  07:00:00,203.687028717,29.1151823151,20.8988195107,17.9743233793,24.7345865669,70.7195625826,145.149922098,135.224154038,9.90576805939,0.02
 11/17  08:00:00,228.133130477,29.3077996807,24.2133891956,10.6889726642,37.1018798503,92.3937384068,124.12205492,114.196286861,9.90576805939,0.02
 11/17  09:00:00,239.953370164,29.4282418321,34.6083455269,6.56357217621,37.1018798503,104.434947198,115.328376436,105.402608377,9.90576805939,0.02
 11/17  10:00:00,250.426680374,29.6304933615,49.0309664207,3.72460649578,37.1018798503,116.476155989,108.755694031,98.8299259712,9.90576805939,0.02
 11/17  11:00:00,246.161704368,30.0967393561,57.7864759862,1.96978662115,37.1018798503,116.476155989,111.65133721,93.1221183023,9.90576805939,8.62345084864
 11/17  12:00:00,257.302117496,30.5079198959,65.0443844626,0.988893801735,37.1018798503,116.476155989,98.437010136,88.5112420766,9.90576805939,0.02
 11/17  13:00:00,255.818450688,30.9902485739,71.3153574175,0.525503675885,37.1018798503,104.434947198,93.8434356637,83.9176676043,9.90576805939,0.02
 11/17  14:00:00,269.19680353,31.3726889215,73.8477196442,0.254950148358,37.1018798503,116.476155989,99.3637122185,80.8333423723,9.90576805939,8.62460178683
 11/17  15:00:00,267.84746592,31.5140152174,72.2300096477,0.149722415181,37.1018798503,116.476155989,89.5400703791,79.6143023197,9.90576805939,0.02
 11/17  16:00:00,262.909759615,31.4889401585,70.4499326564,0.145513816829,37.1018798503,116.476155989,90.0850837675,80.1593157081,9.90576805939,0.02
 11/17  17:00:00,262.852657385,30.9776439552,65.2045961555,0.226676582705,37.1018798503,116.476155989,93.7605861817,83.8348181223,9.90576805939,0.02
 11/17  18:00:00,265.697757437,30.5461844182,56.7824237248,0.336154231368,37.1018798503,116.476155989,105.297793785,86.7790257638,9.90576805939,8.61299996166
 11/17  19:00:00,164.534129984,27.8309839891,35.096463109,0.0,24.7345865669,47.5788473902,73.7669092205,68.7940251908,4.9528840297,0.02
 11/17  20:00:00,159.118307702,28.4074913457,29.2396401093,0.0,24.7345865669,47.5788473902,80.8779116369,75.9050276072,4.9528840297,0.02
 11/17  21:00:00,130.740518157,27.3697781038,23.1484120912,0.0,12.3672932834,38.6892022431,95.1254571406,92.1337267227,2.97173041782,0.02
 11/17  22:00:00,94.0776384757,15.1352885215,13.4234772042,0.0,12.3672932834,27.0668015668,61.7725351516,58.7808047337,2.97173041782,0.02
 11/17  23:00:00,89.4160518738,19.2256264864,16.5098217662,0.0,4.12243109448,15.9888894789,83.926964835,80.9352344172,2.97173041782,0.02
 11/17  24:00:00,87.6080923075,17.4778422604,14.5916474156,0.0,4.12243109448,15.9888894789,76.9888927,73.9971622822,2.97173041782,0.02
 11/18  01:00:00,104.340075301,23.0003175387,18.6052293152,0.0348898415896,4.12243109448,15.9888894789,95.8941330203,92.9024026025,2.97173041782,0.02
 11/18  02:00:00,89.9185355577,18.3080128539,14.1365891295,0.138011237433,4.12243109448,15.9888894789,78.5758474845,75.5841170667,2.97173041782,0.02
 11/18  03:00:00,101.448073547,22.3085087107,16.2811267265,0.181328180157,4.12243109448,15.9888894789,99.1214031204,96.1296727026,2.97173041782,0.02
 11/18  04:00:00,89.7524082193,18.5847363851,13.2677154963,0.812259000815,4.12243109448,15.9888894789,80.251634306,77.2599038881,2.97173041782,0.02
 11/18  05:00:00,116.286205421,27.3697781038,19.115014852,1.42549452456,4.12243109448,16.0517297156,119.386141619,116.394411202,2.97173041782,0.02
 11/18  06:00:00,109.937742437,26.4473663332,18.0542724054,0.2970891012,4.12243109448,16.0517297156,121.127600524,118.135870106,2.97173041782,0.02
 11/18  07:00:00,129.602312259,28.9839987023,18.2141819904,4.32184957963,4.12243109448,39.6058045677,101.230840576,98.2391101579,2.97173041782,0.02
 11/18  08:00:00,193.865141441,29.0309729931,25.2054239894,28.0509977391,12.3672932834,65.3531420225,153.236375269,148.26349124,4.9528840297,0.02
 11/18  09:00:00,191.347722417,29.0156187673,39.122467316,18.1374548962,12.3672932834,68.2430321324,154.530331702,140.97037241,4.9528840297,8.60707526267
 11/18  10:00:00,222.266092277,29.1005154236,55.4098140326,9.44313373854,16.4897243779,93.1370602926,131.451918229,123.507303782,7.92461444751,0.02
 11/18  11:00:00,229.442677616,29.2599555132,64.9834719237,7.34441906289,16.4897243779,93.1370602926,123.995983371,116.051368923,7.92461444751,0.02
 11/18  12:00:00,231.620547347,29.4543800419,70.3914574838,5.82443112973,16.4897243779,93.1370602926,120.187066239,112.242451791,7.92461444751,0.02
 11/18  13:00:00,223.643420056,29.6437038878,72.582584353,4.38807627637,16.4897243779,83.9857416113,117.006353842,109.061739394,7.92461444751,0.02
 11/18  14:00:00,222.029280006,29.7571003984,74.890415053,3.1617619244,16.4897243779,83.9857416113,114.802811642,106.858197194,7.92461444751,0.02
 11/18  15:00:00,219.902446495,29.7686182132,74.2140414004,2.19487597829,16.4897243779,83.9857416113,113.683509096,105.738894648,7.92461444751,0.02
 11/18  16:00:00,194.80425512,28.9839987023,66.5534860538,0.0,12.3672932834,70.6512738906,58.3073447996,53.3344607699,4.9528840297,0.02
 11/18  17:00:00,199.082155828,28.9839987023,58.7373851485,0.0,12.3672932834,70.6512738906,69.3004265955,55.7396179936,4.9528840297,8.60792457221
 11/18  18:00:00,180.311130297,28.9839987023,45.8874457087,0.0,12.3672932834,58.1284167478,68.4348308454,63.4619468157,4.9528840297,0.02
 11/18  19:00:00,132.410358529,26.2167633905,30.8012066338,0.0,12.3672932834,24.9413748627,92.4084389738,87.4355549441,4.9528840297,0.02
 11/18  20:00:00,136.802402547,27.6003810464,30.3472435349,0.0,12.3672932834,24.9413748627,99.8791332498,94.9062492201,4.9528840297,0.02
 11/18  21:00:00,115.429236033,27.1391751611,25.7757164454,0.0,4.12243109448,16.0517297156,109.729187045,106.737456627,2.97173041782,0.02
 11/18  22:00:00,69.8772576339,11.6518948402,11.0095124301,0.0,4.12243109448,15.9888894789,57.8379855659,54.8462551481,2.97173041782,0.02
 11/18  23:00:00,102.930237584,21.8473028254,18.0975050068,0.0,4.12243109448,15.9888894789,99.5409270712,96.5491966534,2.97173041782,0.02
 11/18  24:00:00,91.1102180211,17.4778422604,14.3812586992,0.0,4.12243109448,15.9888894789,79.5919409147,76.6002104969,2.97173041782,0.02
 11/19  01:00:00,101.553078749,21.8473028254,17.2147603475,0.0,2.06121554724,15.9888894789,103.230584633,100.238854216,2.97173041782,0.02
 11/19  02:00:00,87.9787526754,18.5847363851,12.653231221,0.594326978904,2.06121554724,15.9888894789,83.4205989311,80.4288685133,2.97173041782,0.02
 11/19  03:00:00,102.82935839,21.8473028254,16.5220890923,0.0,2.06121554724,15.9888894789,105.629021419,102.637291001,2.97173041782,0.02
 11/19  04:00:00,90.4695090258,18.6769775621,12.653615402,1.68221851851,2.06121554724,15.9888894789,85.6712622763,82.6795318585,2.97173041782,0.02
 11/19  05:00:00,101.790909855,21.8473028254,15.6522366494,0.0,2.06121554724,15.9888894789,107.585586307,104.593855889,2.97173041782,0.02
 11/19  06:00:00,96.2797052317,19.7838716868,12.2427386929,5.82801248623,2.06121554724,15.9888894789,86.1288476506,83.1371172327,2.97173041782,0.02
 11/19  07:00:00,92.6653312798,22.3085087107,15.4821583228,1.45423864436,2.06121554724,15.9888894789,106.920755894,103.929025476,2.97173041782,0.02
 11/19  08:00:00,74.26786026,17.4778422604,14.1939140629,0.0,2.06121554724,15.9888894789,85.4099421977,82.4182117799,2.97173041782,0.02
 11/19  09:00:00,123.633197868,23.7843675437,26.2934875682,0.906995867749,4.12243109448,41.7362269337,98.1226166858,93.1497326561,4.9528840297,0.02
 11/19  10:00:00,114.145739982,18.9537010933,30.146181871,0.509237128769,4.12243109448,41.7362269337,74.4557604069,69.4828763772,4.9528840297,0.02
 11/19  11:00:00,137.792948985,23.876609042,47.0111099815,0.242134117823,4.12243109448,41.7362269337,87.9590501003,82.9861660706,4.9528840297,0.02
 11/19  12:00:00,120.971026988,19.3229109298,41.2345907362,0.101502833546,4.12243109448,41.7362269337,70.6047579261,65.6318738964,4.9528840297,0.02
 11/19  13:00:00,141.13427329,24.1615075229,53.4531189219,0.0409032902481,4.12243109448,41.7362269337,85.366829128,80.3939450983,4.9528840297,0.02
 11/19  14:00:00,120.671201419,19.3323101567,43.4415074108,0.0,4.12243109448,41.7362269337,68.5978926027,63.625008573,4.9528840297,0.02
 11/19  15:00:00,140.304061411,24.1740060755,56.1962241392,0.0,4.12243109448,41.7362269337,83.5236369963,78.5507529666,4.9528840297,0.02
 11/19  16:00:00,129.463637168,19.3303226755,44.8902830199,0.0,4.12243109448,41.7362269337,68.4765193434,63.5036353137,4.9528840297,0.02
 11/19  17:00:00,143.940050257,24.1562694951,51.3537672592,0.00257143806936,4.12243109448,24.8785346261,86.7494193155,81.7765352858,4.9528840297,0.02
 11/19  18:00:00,94.7251788746,16.1912639196,24.8957528855,0.0,2.06121554724,15.9888894789,70.7730328628,67.781302445,2.97173041782,0.02
 11/19  19:00:00,88.3667644054,15.9485310626,20.0234297914,0.0,2.06121554724,15.9888894789,78.1936247732,75.2018943554,2.97173041782,0.02
 11/19  20:00:00,74.2200699181,13.1083816953,13.5991866192,0.0,2.06121554724,15.9888894789,72.5869115491,61.0134563735,2.97173041782,8.60172475772
 11/19  21:00:00,88.9677988495,17.9390481456,16.5241267779,0.0893282498184,2.06121554724,15.9888894789,82.9771284876,79.9853980698,2.97173041782,0.02
 11/19  22:00:00,109.122104382,22.769714596,21.5872435394,0.242577184656,2.06121554724,15.9888894789,104.205437131,101.213706713,2.97173041782,0.02
 11/19  23:00:00,94.0485861099,17.9390481456,16.8976874808,0.200898301928,2.06121554724,15.9888894789,84.5719237917,81.5801933739,2.97173041782,0.02
 11/19  24:00:00,110.582535345,22.769714596,23.110701083,0.539407862759,2.06121554724,15.9888894789,105.688637577,102.69690716,2.97173041782,0.02
 11/20  01:00:00,96.5884625877,18.7461584449,19.4829632244,0.814289482906,4.12243109448,15.9888894789,85.042877299,82.0511468812,2.97173041782,0.02
 11/20  02:00:00,106.793911921,22.4238101821,21.1891093933,0.361404216788,4.12243109448,15.9888894789,106.010743261,103.019012844,2.97173041782,0.02
 11/20  03:00:00,91.4140664014,17.9390481456,15.9602120436,0.542796811654,4.12243109448,15.9888894789,85.6325419146,82.6408114968,2.97173041782,0.02
 11/20  04:00:00,108.240739663,23.11561901,20.1745489062,1.72814269842,4.12243109448,15.9888894789,107.599637818,104.6079074,2.97173041782,0.02
 11/20  05:00:00,137.581278899,28.1230810497,22.7906023448,1.95138974039,12.3672932834,24.9413748627,121.267822454,116.294938424,4.9528840297,0.02
 11/20  06:00:00,164.456694079,28.0875358163,25.064458609,26.6376013236,12.3672932834,24.9413748627,190.500541802,185.527657772,4.9528840297,0.02
 11/20  07:00:00,209.155286751,29.0690248798,26.0400336268,21.7098867499,24.7345865669,70.7195625826,155.133071939,145.207303879,9.90576805939,0.02
 11/20  08:00:00,232.384703432,29.1539990879,34.3250274443,10.4657710822,37.1018798503,92.3937384068,130.470502759,120.544734699,9.90576805939,0.02
 11/20  09:00:00,244.024334156,29.305654378,51.6738947381,6.6064417867,37.1018798503,104.434947198,120.195693037,110.269924978,9.90576805939,0.02
 11/20  10:00:00,265.241986639,29.6854404872,66.7774012917,4.34757092129,37.1018798503,116.476155989,120.096665635,101.572036589,9.90576805939,8.6188609869
 11/20  11:00:00,278.23243969,30.170471822,78.733447707,2.78539711527,37.1018798503,116.476155989,104.51135179,94.5855837307,9.90576805939,0.02
 11/20  12:00:00,276.399647062,30.6231846919,82.8426847897,1.50417168154,37.1018798503,116.476155989,100.36667696,90.4409089001,9.90576805939,0.02
 11/20  13:00:00,263.34384858,31.0239681187,85.6319737392,0.750482773554,37.1018798503,104.434947198,105.484095733,86.956655181,9.90576805939,8.62167249301
 11/20  14:00:00,273.889714674,31.3235395855,87.7274970889,0.31456796584,37.1018798503,116.476155989,94.2083668341,84.2825987748,9.90576805939,0.02
 11/20  15:00:00,273.844793733,31.4216327575,87.962971623,0.0890844488468,37.1018798503,116.476155989,92.74789171,82.8221236506,9.90576805939,0.02
 11/20  16:00:00,271.221095263,31.3067124611,85.2872333285,0.0866995146194,37.1018798503,116.476155989,101.646381722,83.1179406021,9.90576805939,8.62267306048
 11/20  17:00:00,263.458237288,30.7588303834,71.2141523522,0.208863145314,37.1018798503,116.476155989,97.0606621279,87.1348940685,9.90576805939,0.02
 11/20  18:00:00,258.508843311,30.2999450237,56.5307400318,0.346486107414,37.1018798503,116.476155989,100.536354261,90.6105862016,9.90576805939,0.02
 11/20  19:00:00,167.925287284,27.8309839891,42.0685997726,0.0,24.7345865669,47.5788473902,75.2319393608,70.2590553311,4.9528840297,0.02
 11/20  20:00:00,169.266008076,28.4074913457,36.6508087863,0.0,24.7345865669,47.5788473902,81.3589897956,76.3861057659,4.9528840297,0.02
 11/20  21:00:00,141.442695077,27.3697781038,29.2382501664,0.0,12.3672932834,38.6892022431,95.4035685129,92.4118380951,2.97173041782,0.02
 11/20  22:00:00,96.5392008453,14.9046855789,17.0303658465,0.0,12.3672932834,27.0668015668,61.5250637855,58.5333333676,2.97173041782,0.02
 11/20  23:00:00,92.2408571862,19.6868323717,20.5071198422,0.0,4.12243109448,15.9888894789,93.9023187189,82.3288647653,2.97173041782,8.60172353574
 11/20  24:00:00,71.5826182757,12.2344895822,12.4815718926,0.0,4.12243109448,15.9888894789,58.3939793067,55.4022488889,2.97173041782,0.02
 11/21  01:00:00,90.241822154,19.5047490866,18.7415796887,0.0,4.12243109448,15.9888894789,86.2467694594,83.2550390416,2.97173041782,0.02
 11/21  02:00:00,86.6044694902,18.1235304998,16.9558703013,0.00395388465361,4.12243109448,15.9888894789,78.8025472484,75.8108168306,2.97173041782,0.02
 11/21  03:00:00,100.996522338,22.3085087107,21.3089868356,0.023393896457,4.12243109448,15.9888894789,97.1085909336,94.1168605158,2.97173041782,0.02
 11/21  04:00:00,90.332258928,18.7692187392,17.3529474188,0.210135210457,4.12243109448,15.9888894789,79.739222676,76.7474922581,2.97173041782,0.02
 11/21  05:00:00,128.4937043,28.0308398727,22.7561393843,0.27794674757,12.3672932834,24.9413748627,112.199599099,107.22671507,4.9528840297,0.02
 11/21  06:00:00,146.334035674,28.1166832416,24.4824893952,17.2293092794,12.3672932834,24.9413748627,179.669731924,174.696847894,4.9528840297,0.02
 11/21  07:00:00,193.501798659,29.1087440165,24.8128133972,14.3391879273,24.7345865669,70.7195625826,144.977690992,135.051922932,9.90576805939,0.02
 11/21  08:00:00,217.320706777,29.3005263623,31.6939669975,6.25221505863,37.1018798503,92.3937384068,122.121080724,112.195312665,9.90576805939,0.02
 11/21  09:00:00,234.347348489,29.5829318848,49.226899033,3.17003926469,37.1018798503,104.434947198,111.870458045,101.944689986,9.90576805939,0.02
 11/21  10:00:00,256.574426328,30.1133150244,66.319718989,1.7049120557,37.1018798503,116.476155989,103.852843618,93.9270755583,9.90576805939,0.02
 11/21  11:00:00,263.212525393,30.717568242,76.6953358218,0.81573195271,37.1018798503,116.476155989,106.611965807,88.0821896701,9.90576805939,8.6240080772
 11/21  12:00:00,270.015862988,31.2855537511,84.0053142498,0.482578246576,37.1018798503,116.476155989,93.7008188338,83.7750507744,9.90576805939,0.02
 11/21  13:00:00,271.699380526,31.8175824448,89.6644001923,0.180959429023,37.1018798503,104.434947198,89.4844964429,79.5587283835,9.90576805939,0.02
 11/21  14:00:00,292.206872282,32.313943843,94.4259514688,0.0352625781613,37.1018798503,116.476155989,94.5952366942,76.06596306,9.90576805939,8.62350557483
 11/21  15:00:00,296.273729935,32.6675377238,97.4014071441,0.0,37.1018798503,116.476155989,84.1589290587,74.2331609993,9.90576805939,0.02
 11/21  16:00:00,285.586532042,32.5552832098,93.7615540315,0.0,37.1018798503,116.476155989,93.8398654956,75.3113021577,9.90576805939,8.62279527845
 11/21  17:00:00,270.361467916,31.6721994575,77.4093526058,0.00350744439321,37.1018798503,116.476155989,90.8420255344,80.9162574751,9.90576805939,0.02
 11/21  18:00:00,262.143032143,30.981519466,62.6516036442,0.103622409502,37.1018798503,116.476155989,95.4272620397,85.5014939803,9.90576805939,0.02
 11/21  19:00:00,167.637213651,28.0615869317,47.372977014,0.0,24.7345865669,47.5788473902,72.1322859129,67.1594018832,4.9528840297,0.02
 11/21  20:00:00,163.554115621,28.4074913457,39.5116069562,0.0,24.7345865669,47.5788473902,78.9505500548,73.9776660251,4.9528840297,0.02
 11/21  21:00:00,138.125867348,27.6003810464,29.7331443119,0.0,12.3672932834,38.6892022431,92.8477312577,89.8560008399,2.97173041782,0.02
 11/21  22:00:00,98.165357035,15.3658914642,18.5511615667,0.0,12.3672932834,27.0668015668,58.9764821703,55.9847517524,2.97173041782,0.02
 11/21  23:00:00,90.1884987947,19.2256264864,21.5056438526,0.0,4.12243109448,15.9888894789,81.7489803795,78.7572499617,2.97173041782,0.02
 11/21  24:00:00,69.1319963095,12.2344895822,12.8199713217,0.0,4.12243109448,15.9888894789,55.0034868714,52.0117564536,2.97173041782,0.02
 11/22  01:00:00,88.5596251653,20.3786411996,18.6555093562,0.0,4.12243109448,15.9888894789,86.800518241,83.8087878232,2.97173041782,0.02
 11/22  02:00:00,77.3954933923,15.9145403884,14.4868210756,0.0,4.12243109448,15.9888894789,83.3476308569,71.7741681887,2.97173041782,8.60173225042
